"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b27220.2","Chir01Ox-b27220.2",NA,NA,3.36524241837901,0.42,0.018,0,0,NA,NA,NA,"GEP_28and DEGs"
"Chir08Ox-b30170.2","Chir08Ox-b30170.2","AT5G66400","RAB18",3.50225028150225,0.298,0.025,1.89906873758229e-120,3.73356913808678e-116,NA,NA,"cold acclimation, cytosol, molecular_function, response to 1-aminocyclopropane-1-carboxylic acid, response to abscisic acid, response to water deprivation","GEP_28and DEGs"
"Chir05Ox-b12230.2","Chir05Ox-b12230.2","AT3G47380","AtPMEI11",2.46186373272446,0.68,0.03,0,0,NA,NA,"apoplast, enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity, pectinesterase inhibitor activity, plant-type cell wall organization or biogenesis","GEP_28and DEGs"
"Chir06Ox-b17360.2","Chir06Ox-b17360.2","AT5G22390","MWD9.19",1.73722453577329,0.354,0.042,5.13032640920613e-98,1.00862217204993e-93,NA,NA,"cellular response to oxygen-containing compound, chlorophyll biosynthetic process, hormone-mediated signaling pathway, molecular_function, nucleus, response to abscisic acid, response to light stimulus, response to organonitrogen compound, response to wounding","GEP_28and DEGs"
"Chir03Ox-b24280.2","Chir03Ox-b24280.2","AT3G24140","FMA",1.51248533369084,0.431,0.006,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","DEGs"
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",1.59956775513544,0.541,0.128,6.11097947936644e-66,1.20141856564344e-61,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b03000.2","Chir05Ox-b03000.2","AT3G25730","AT3G25730.1",1.08027348056008,0.663,0.145,1.31200623779508e-99,2.57940426350513e-95,"Yes","RAV","defense response, DNA-binding transcription factor activity, nucleus, plant epidermis development, regulation of DNA-templated transcription, response to inorganic substance, response to light stimulus, root morphogenesis, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b06840.2","Chir05Ox-b06840.2","AT3G28910","ATMYB30",1.52360128727737,0.696,0.192,3.63418795977457e-70,7.14481352891681e-66,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs"
"Chir01Ox-b04460.2","Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.26490773279349,0.779,0.197,2.3935873608212e-101,4.70579275137449e-97,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir05Ox-b26390.2","Chir05Ox-b26390.2","AT3G60530","AT3G60530.1",1.11760196780105,0.536,0.227,6.98560000408815e-32,1.37336896080373e-27,"Yes","GATA","cell differentiation, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, response to light stimulus, transcription cis-regulatory region binding, zinc ion binding","DEGs"
"Chir01Ox-b14480.2","Chir01Ox-b14480.2","AT1G14440","AtHB31",1.0909590674975,0.657,0.25,6.69101730237299e-48,1.31545400164653e-43,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b35230.2","Chir07Ox-b35230.2","AT4G37790","HAT22",1.26783948527922,0.823,0.306,4.18770273715971e-77,8.23302358125599e-73,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b32290.2","Chir06Ox-b32290.2","AT5G06710","HAT14",1.809611210695,0.812,0.337,1.08653431538736e-74,2.13612646405155e-70,"Yes","HD-ZIP","defense response, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of DNA-templated transcription, response to bacterium, response to light stimulus, shoot system morphogenesis, signal transduction, tissue development, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",0.970390747531046,0.575,0.08,8.52491983581263e-133,1.67599923972076e-128,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","DEGs"
"Chir04Ox-b00240.2","Chir04Ox-b00240.2","AT2G21140","ATPRP2",1.52918461170898,0.171,0.001,0,0,NA,NA,"cell differentiation, plant-type cell wall, plant-type cell wall organization","DEGs"
"Chir02Ox-b17620.2","Chir02Ox-b17620.2","AT1G71050","HIPP20",1.34730474677875,0.232,0.005,3.96404153157741e-303,7.7933056510812e-299,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","DEGs"
"Chir05Ox-b04350.2","Chir05Ox-b04350.2","AT3G26960","MOJ10.4",1.11019983488658,0.359,0.007,0,0,NA,NA,"extracellular region, molecular_function, pattern specification process, response to light stimulus, shoot system development","DEGs"
"Chir01Ox-b11730.2","Chir01Ox-b11730.2","AT1G11850","F12F1.31",4.57560592401129,0.79,0.017,0,0,NA,NA,"cell wall organization or biogenesis, cellular_component, molecular_function, tissue development","DEGs"
"Chir08Ox-b30160.2","Chir08Ox-b30160.2","AT5G66440","K1F13.9",1.65823537580912,0.453,0.02,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs"
"Chir03Ox-b10200.2","Chir03Ox-b10200.2","AT3G10910","ATL72",1.06436435533558,0.552,0.021,0,0,NA,NA,"cellular response to radiation, hormone-mediated signaling pathway, nucleus, regulation of defense response, response to abscisic acid, response to blue light","DEGs"
"Chir07Ox-b01700.2","Chir07Ox-b01700.2","AT5G40780","LHT1",1.39176038233439,0.26,0.021,1.43761429743442e-105,2.82634970875606e-101,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid import, amino acid transmembrane transport, amino acid transmembrane transporter activity, cytoplasm, defense response, membrane, plastid","DEGs"
"Chir04Ox-b11570.2","Chir04Ox-b11570.2","AT2G29995",NA,1.02300858747301,0.293,0.022,2.94128391862855e-130,5.78256418402374e-126,NA,NA,"inorganic ion homeostasis, mitochondrion, molecular_function, protein-containing complex assembly, response to inorganic substance","DEGs"
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.51544979850018,0.58,0.023,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","DEGs"
"Chir04Ox-b09930.2","Chir04Ox-b09930.2","AT2G28410","T1B3.7",2.19291856052705,0.663,0.031,0,0,NA,NA,"cell differentiation, membrane, meristem development, molecular_function","DEGs"
