"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir07Ox-b35240.2","Chir07Ox-b35240.2","AT4G37800","XTH7",1.23686287465636,0.439,0.078,3.04986304037767e-158,5.99603073738249e-154,NA,NA,"cell wall biogenesis, cellular component biogenesis, extracellular region, hydrolase activity, hydrolyzing O-glycosyl compounds, plant-type cell wall organization or biogenesis, polysaccharide binding, xyloglucan metabolic process, xyloglucan:xyloglucosyl transferase activity","DEGs",17
"Chir03Ox-b30070.2","Chir03Ox-b30070.2",NA,NA,1.32841452104253,0.564,0.086,8.24911613449606e-254,1.62177623204193e-249,NA,NA,NA,"DEGs",18
"Chir06Ox-b37780.2","Chir06Ox-b37780.2","AT5G01840","ATOFP1",1.08102873919018,0.52,0.091,2.71584863849228e-208,5.33935842327582e-204,NA,NA,"cell growth, cortical microtubule organization, cytoskeleton, negative regulation of DNA-templated transcription, nucleolus, nucleus, protein binding, regulation of unidimensional cell growth, response to dexamethasone","DEGs",19
"Chir06Ox-b17160.2","Chir06Ox-b17160.2","AT5G22580","AT5G22580.1",2.46960152147219,0.661,0.094,0,0,NA,NA,"chloroplast, cytosol, defense response to other organism, plastid, regulation of hormone levels, tissue development","DEGs",20
"Chir07Ox-b11520.2","Chir07Ox-b11520.2","AT4G15210","ATBETA-AMY",1.51756865138748,0.339,0.096,7.03200610866201e-64,1.38249240096295e-59,NA,NA,"amylopectin maltohydrolase activity, beta-amylase activity, extracellular region, response to herbivore, secretory vesicle, starch catabolic process","DEGs",21
"Chir07Ox-b29750.2","Chir07Ox-b29750.2","AT4G32480","F8B4.180",1.14178822284564,0.25,0.098,2.30780179147903e-26,4.53713832204777e-22,NA,NA,"cellular response to hypoxia, molecular_function, nucleus, response to nutrient levels","DEGs",22
"Chir05Ox-b09870.2","Chir05Ox-b09870.2",NA,NA,1.25725241392921,0.24,0.1,7.3575721275881e-23,1.44649868028382e-18,NA,NA,NA,"DEGs",23
"Chir08Ox-b28310.2","Chir08Ox-b28310.2","AT5G65640","bHLH093",1.02228116881617,0.536,0.177,5.27760431276025e-102,1.03757700788866e-97,"Yes","bHLH","DNA-binding transcription factor activity, gibberellin catabolic process, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of gibberellin biosynthetic process, sequence-specific DNA binding","DEGs",24
"Chir05Ox-b22010.2","Chir05Ox-b22010.2","AT3G56400","WRKY70",1.203336860854,0.538,0.185,4.73888042911419e-81,9.3166389236385e-77,"Yes","WRKY","camalexin biosynthetic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, defense response to oomycetes, DNA-binding transcription factor activity, floral organ senescence, indole glucosinolate biosynthetic process, induced systemic resistance, induced systemic resistance, jasmonic acid mediated signaling pathway, leaf senescence, negative regulation of DNA-templated transcription, negative regulation of leaf senescence, nucleus, positive regulation of salicylic acid mediated signaling pathway, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of DNA-templated transcription, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, response to bacterium, response to insect, response to jasmonic acid, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, sequence-specific DNA binding, systemic acquired resistance, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs",25
"Chir01Ox-b27110.2","Chir01Ox-b27110.2","AT1G28360","ATERF12",1.00649562064689,0.625,0.189,2.86569526560996e-137,5.63395689218919e-133,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, intracellular anatomical structure, nucleus, protein binding, regulation of DNA-templated transcription","DEGs",26
"Chir07Ox-b30310.2","Chir07Ox-b30310.2","AT4G32980","ATH1",0.947445142085403,0.684,0.24,2.70048576443783e-138,5.30915501288478e-134,"Yes","TALE","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral organ abscission, meristem maintenance, negative regulation of cell population proliferation, nucleus, photomorphogenesis, protein binding, regulation of gibberellin biosynthetic process, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, shoot organ boundary specification, vegetative to reproductive phase transition of meristem","DEGs",27
"Chir04Ox-b10110.2","Chir04Ox-b10110.2","AT2G28550","RAP2.7",1.09707609189812,0.745,0.37,4.93647389540279e-106,9.70510767836189e-102,"Yes","AP2","DNA binding, DNA-binding transcription factor activity, negative regulation of gene expression, negative regulation of innate immune response, nucleus, plant organ morphogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, vegetative to reproductive phase transition of meristem","DEGs",28
"Chir01Ox-b04960.2","Chir01Ox-b04960.2","AT1G05710","F3F20.16",1.19353669692274,0.732,0.406,3.59887293854046e-81,7.07538419717055e-77,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",29
"Chir03Ox-b32690.2","Chir03Ox-b32690.2","AT2G18160","ATBZIP2",1.40004469634302,0.878,0.567,1.64311667631303e-114,3.23036738563141e-110,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, transcription cis-regulatory region binding","DEGs",30
