"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir05Ox-b15810.2","Chir05Ox-b15810.2","AT3G50470","HR3",1.14302395681335,0.73,0.043,0,0,NA,NA,"defense response to fungus, molecular_function, response to fungus","GEP_27and DEGs",13
"Chir05Ox-b12470.2","Chir05Ox-b12470.2","AT3G47600","ATMYBCP70",1.02582781600324,0.694,0.047,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, positive regulation of wax biosynthetic process, protein binding, regulation of DNA-templated transcription, response to auxin, response to water deprivation, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",14
"Chir04Ox-b23240.2","Chir04Ox-b23240.2","AT2G40475","ASG8",1.46446467984742,0.773,0.05,0,0,NA,NA,"carbohydrate derivative metabolic process, leaf development, molecular_function, nucleus, oxoacid metabolic process, plant organ morphogenesis, plant-type cell wall organization or biogenesis, porphyrin-containing compound metabolic process, secondary metabolic process, shoot system morphogenesis, tropism","GEP_27and DEGs",15
"Chir06Ox-b14130.2","Chir06Ox-b14130.2","AT5G25610","ATRD22",2.03142090041899,0.851,0.054,0,0,NA,NA,"endosome, extracellular region, Golgi apparatus, mRNA binding, nutrient reservoir activity, response to abscisic acid, response to desiccation, response to salt stress, trans-Golgi network","GEP_27and DEGs",16
"Chir06Ox-b00960.2","Chir06Ox-b00960.2","AT5G46880","HB-7",0.908414169420829,0.717,0.054,0,0,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, nucleus","DEGs",17
"Chir05Ox-b06840.2","Chir05Ox-b06840.2","AT3G28910","ATMYB30",1.42093738379571,0.781,0.06,0,0,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs",18
"Chir01Ox-b05720.2","Chir01Ox-b05720.2","AT1G06360","AT1G06360.1",2.09502351152079,0.767,0.063,0,0,NA,NA,"16:0 monogalactosyldiacylglycerol desaturase activity, acyl-CoA desaturase activity, endoplasmic reticulum, endoplasmic reticulum membrane, mitochondrion, oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, unsaturated fatty acid biosynthetic process, wax biosynthetic process","GEP_27and DEGs",19
"Chir03Ox-b04520.2","Chir03Ox-b04520.2","AT3G05165","AT3G05165.6",1.53606296686051,0.732,0.064,0,0,NA,NA,"membrane, mitochondrion, sugar transmembrane transporter activity, transmembrane transport, transmembrane transporter activity","GEP_27and DEGs",20
"Chir01Ox-b04460.2","Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.05182761353182,0.793,0.064,0,0,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs",21
"Chir03Ox-b16150.2","Chir03Ox-b16150.2","AT3G16370","AT3G16370.1",2.46954466402021,0.887,0.066,0,0,NA,NA,"apoplast, chloroplast, hydrolase activity, acting on ester bonds","GEP_27and DEGs",22
"Chir08Ox-b04440.2","Chir08Ox-b04440.2","AT4G04890","AT4G04890.1",1.29096771332424,0.841,0.067,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, maintenance of floral organ identity, nucleus, protein binding, regulation of seed dormancy process, regulation of seed germination, seed germination, transcription cis-regulatory region binding","DEGs",23
"Chir03Ox-b24710.2","Chir03Ox-b24710.2","AT3G24420","AT3G24420.1",2.3096772204565,0.669,0.07,0,0,NA,NA,"catabolic process, cytoplasm, lipid metabolic process, nucleus, response to abscisic acid, response to hypoxia, response to jasmonic acid, response to light stimulus, secondary metabolic process","GEP_27and DEGs",24
"Chir07Ox-b18410.2","Chir07Ox-b18410.2","AT4G21750","AT4G21750.1",1.55460530912255,0.893,0.072,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, nucleus, plant epidermal cell differentiation, protein binding, regulation of DNA-templated transcription, regulation of seed dormancy process, regulation of seed germination, seed germination, sequence-specific DNA binding","DEGs",25
"Chir07Ox-b12070.2","Chir07Ox-b12070.2","AT4G15620","AT4G15620.1",1.75397211857948,0.844,0.073,0,0,NA,NA,"4 iron, 4 sulfur cluster binding, mitochondrion, plasma membrane, regulation of cellular component organization, regulation of cellular component size","GEP_27and DEGs",26
"Chir05Ox-b22010.2","Chir05Ox-b22010.2","AT3G56400","WRKY70",1.36365772508966,0.664,0.08,0,0,"Yes","WRKY","camalexin biosynthetic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, defense response to oomycetes, DNA-binding transcription factor activity, floral organ senescence, indole glucosinolate biosynthetic process, induced systemic resistance, induced systemic resistance, jasmonic acid mediated signaling pathway, leaf senescence, negative regulation of DNA-templated transcription, negative regulation of leaf senescence, nucleus, positive regulation of salicylic acid mediated signaling pathway, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of DNA-templated transcription, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, response to bacterium, response to insect, response to jasmonic acid, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, sequence-specific DNA binding, systemic acquired resistance, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs",27
"Chir02Ox-b22640.2","Chir02Ox-b22640.2","AT1G75710","AT1G75710.1",1.08600852231377,0.713,0.086,0,0,"Yes","C2H2","cell division, cellular response to brassinosteroid stimulus, DNA-binding transcription factor activity, nucleus, primary root development, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",28
"Chir01Ox-b14480.2","Chir01Ox-b14480.2","AT1G14440","AtHB31",0.951944111038437,0.71,0.147,0,0,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",29
"Chir03Ox-b16580.2","Chir03Ox-b16580.2","AT3G16770","RAP2.3",0.855919539470545,0.807,0.365,0,0,"Yes","ERF","cell death, cytoplasm, DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, heat acclimation, nucleus, plasma membrane, positive regulation of DNA-templated transcription, protein binding, regulation of DNA-templated transcription, response to cytokinin, response to ethylene, response to jasmonic acid, response to other organism, transcription cis-regulatory region binding","DEGs",30
