"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b31830.2","Chir06Ox-b31830.2","AT5G07100","WRKY26",0.725357772618551,0.74,0.212,2.91399940854446e-40,5.7289228371984e-36,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs"
"Chir08Ox-b20840.2","Chir08Ox-b20840.2","AT5G58620","AT5G58620.1",0.683445274591699,0.865,0.345,4.63875153322578e-38,9.11978551432189e-34,"Yes","C3H","chloroplast, cytoplasmic stress granule, DNA-binding transcription factor activity, P-body, protein binding, regulation of DNA-templated transcription, RNA binding, translation","DEGs"
"Chir05Ox-b19860.2","Chir05Ox-b19860.2","AT3G54390","T14E10.5",0.630326723743534,0.673,0.042,7.0327528244581e-216,1.38263920528846e-211,"Yes","Trihelix","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b11410.2","Chir06Ox-b11410.2","AT5G25980","BGLU37",3.27705371347917,0.481,0.001,0,0,NA,NA,"apoplast, beta-glucosidase activity, carbohydrate metabolic process, chloroplast, cytosolic ribosome, defense response to insect, extracellular region, glucosinolate catabolic process, glucosinolate glucohydrolase activity, peroxisome, plant-type vacuole, plasmodesma, plastid, regulation of stomatal movement, response to abscisic acid, secretory vesicle, thioglucosidase activity","DEGs"
"Chir07Ox-b15170.2","Chir07Ox-b15170.2","AT4G18280","GRPL1",1.81557126311838,0.817,0.013,0,0,NA,NA,"cellular_component, molecular_function, response to stress","DEGs"
"Chir01Ox-b27220.2","Chir01Ox-b27220.2",NA,NA,2.79550993522774,0.885,0.017,0,0,NA,NA,NA,"DEGs"
"Chir08Ox-b30160.2","Chir08Ox-b30160.2","AT5G66440","K1F13.9",2.35565232918208,0.923,0.019,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs"
"Chir06Ox-b13660.2","Chir06Ox-b13660.2",NA,NA,6.75348343968659,0.798,0.02,0,0,NA,NA,NA,"DEGs"
"Chir08Ox-b30170.2","Chir08Ox-b30170.2","AT5G66400","RAB18",1.1110684411032,0.298,0.025,3.53985104382624e-68,6.95934715216238e-64,NA,NA,"cold acclimation, cytosol, molecular_function, response to 1-aminocyclopropane-1-carboxylic acid, response to abscisic acid, response to water deprivation","DEGs"
"Chir04Ox-b09930.2","Chir04Ox-b09930.2","AT2G28410","T1B3.7",3.34588614395871,0.846,0.032,0,0,NA,NA,"cell differentiation, membrane, meristem development, molecular_function","DEGs"
"Chir01Ox-b25590.2","Chir01Ox-b25590.2","AT1G25230","F4F7.38",1.02264215372456,0.808,0.034,0,0,NA,NA,"acid phosphatase activity, cellular catabolic process, extracellular region, ferric iron binding, ferrous iron binding, growth, organic acid metabolic process, organic substance catabolic process, protein-containing complex assembly, response to light intensity","DEGs"
"Chir04Ox-b28960.2","Chir04Ox-b28960.2","AT2G46070","ATMPK12",1.45176748918698,0.913,0.04,0,0,NA,NA,"ATP binding, cellular response to carbon dioxide, cytoplasm, intracellular signal transduction, kinase activity, MAP kinase activity, nucleus, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, protein tyrosine kinase activity, regulation of stomatal closure, regulation of stomatal movement, response to auxin, response to indolebutyric acid, signal transduction","DEGs"
"Chir06Ox-b11500.2","Chir06Ox-b11500.2",NA,NA,7.38282513620454,0.904,0.041,0,0,NA,NA,NA,"DEGs"
