"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",0.846564613348879,0.523,0.057,0,0,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","GEP_29and DEGs"
"Chir04Ox-b30440.2","Chir04Ox-b30440.2","AT2G47485","AT2G47485.1",0.660098881146294,0.502,0.058,0,0,NA,NA,"inorganic ion homeostasis, mitochondrion, monocarboxylic acid metabolic process","GEP_33and DEGs"
"Chir07Ox-b23930.2","Chir07Ox-b23930.2","AT4G26790","GGL23",0.419571834736905,0.507,0.08,0,0,NA,NA,"hydrolase activity, acting on ester bonds","GEP_33and DEGs"
"Chir04Ox-b28190.2","Chir04Ox-b28190.2","AT2G45400","AT2G45400.1",0.951846508897615,0.452,0.082,0,0,NA,NA,"brassinosteroid biosynthetic process, brassinosteroid metabolic process, cytoplasm, flavonoid biosynthetic process, nucleus, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, regulation of brassinosteroid biosynthetic process, response to absence of light","GEP_29and DEGs"
"Chir01Ox-b07190.2","Chir01Ox-b07190.2",NA,NA,0.69297677221046,0.64,0.096,0,0,NA,NA,NA,"GEP_33and DEGs"
"Chir01Ox-b04460.2","Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.0344218474181,0.874,0.161,0,0,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir08Ox-b04440.2","Chir08Ox-b04440.2","AT4G04890","AT4G04890.1",1.20999646919334,0.932,0.169,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, maintenance of floral organ identity, nucleus, protein binding, regulation of seed dormancy process, regulation of seed germination, seed germination, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b18410.2","Chir07Ox-b18410.2","AT4G21750","AT4G21750.1",1.19037251742661,0.948,0.183,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, nucleus, plant epidermal cell differentiation, protein binding, regulation of DNA-templated transcription, regulation of seed dormancy process, regulation of seed germination, seed germination, sequence-specific DNA binding","DEGs"
"Chir01Ox-b14480.2","Chir01Ox-b14480.2","AT1G14440","AtHB31",1.30174003356484,0.848,0.217,0,0,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b06840.2","Chir05Ox-b06840.2","AT3G28910","ATMYB30",0.87740166069909,0.783,0.16,0,0,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs"
"Chir05Ox-b04050.2","Chir05Ox-b04050.2","AT3G26744","ICE1",0.859886875727098,0.842,0.5,0,0,"Yes","bHLH","abscisic acid-activated signaling pathway, cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, endosperm development, negative regulation of DNA-templated transcription, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of abscisic acid biosynthetic process, regulation of DNA-templated transcription, response to cold, response to freezing, seed dormancy process, seed morphogenesis, sequence-specific DNA binding, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b12470.2","Chir05Ox-b12470.2","AT3G47600","ATMYBCP70",0.835158684920109,0.737,0.134,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, positive regulation of wax biosynthetic process, protein binding, regulation of DNA-templated transcription, response to auxin, response to water deprivation, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b22760.2","Chir03Ox-b22760.2","AT3G22760","SOL1",0.773741510733275,0.465,0.069,0,0,"Yes","CPP","DNA-binding transcription factor activity, mitotic G1 phase, mitotic G2 phase, mitotic S phase, nucleus, stomatal complex patterning, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b26960.2","Chir05Ox-b26960.2","AT3G61250","AtMYB17",0.770624326860868,0.721,0.314,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, protein binding, regulation of flower development","DEGs"
"Chir07Ox-b35530.2","Chir07Ox-b35530.2","AT4G38070","F20D10.190",0.731267299131284,0.577,0.157,0,0,"Yes","bHLH","DNA-binding transcription factor activity, mitochondrion, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b12040.2","Chir03Ox-b12040.2","AT3G12870","MJM20.1",1.51637521935585,0.391,0.092,0,0,NA,NA,"lipid biosynthetic process, mitochondrion, molecular_function, negative regulation of cellular process, organic hydroxy compound biosynthetic process, plasmodesma","DEGs"
"Chir08Ox-b30340.2","Chir08Ox-b30340.2","AT5G66230","AT5G66230.2",1.56428752468363,0.362,0.097,1.34586607250175e-268,2.64597269853844e-264,NA,NA,"chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development","DEGs"
"Chir02Ox-b02100.2","Chir02Ox-b02100.2",NA,NA,1.06656880925983,0.43,0.104,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b05150.2","Chir06Ox-b05150.2","AT5G44040","MRH10.15",1.09317282691495,0.416,0.109,0,0,NA,NA,"male meiosis II, molecular_function, nucleus","DEGs"
"Chir04Ox-b24880.2","Chir04Ox-b24880.2","AT2G42110","T24P15.2",1.91644412423401,0.462,0.114,0,0,NA,NA,"cell division, embryo development, molecular_function, nucleus","DEGs"
"Chir03Ox-b13500.2","Chir03Ox-b13500.2","AT3G14000","ATBRXL2",1.15315104088812,0.762,0.116,0,0,NA,NA,"cellular developmental process, molecular_function, nucleus, regulation of cellular component organization","DEGs"
"Chir01Ox-b02880.2","Chir01Ox-b02880.2","AT1G03780","AtTPX2",1.11013545213093,0.464,0.121,0,0,NA,NA,"activation of protein kinase activity, chloroplast envelope, microtubule, microtubule binding, mitotic cell cycle, mitotic spindle, mitotic spindle assembly, nuclear microtubule, nucleoplasm, nucleus, phragmoplast, protein binding, protein kinase activator activity, regulation of mitotic spindle organization, spindle, spindle assembly","DEGs"
"Chir08Ox-b02080.2","Chir08Ox-b02080.2",NA,NA,1.6126155227385,0.442,0.121,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b28110.2","Chir06Ox-b28110.2","AT5G11160","APT5",1.07589379467928,0.733,0.129,0,0,NA,NA,"adenine phosphoribosyltransferase activity, adenine salvage, AMP salvage, carboxylic acid metabolic process, cellular lipid metabolic process, cytoplasm, cytosol, flower development, growth, lipid biosynthetic process, meristem maintenance, phyllome development, small molecule metabolic process","DEGs"
"Chir03Ox-b01760.2","Chir03Ox-b01760.2","AT3G02640","F16B3.27",2.04878839452323,0.433,0.132,1.34427631608383e-285,2.6428472374208e-281,NA,NA,"biological_process, mitochondrion, molecular_function","DEGs"
