"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b23870.2","Chir04Ox-b23870.2","AT2G41130","STC8",1.11596062807901,0.608,0.051,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir08Ox-b23440.2","Chir08Ox-b23440.2","AT5G60970","TCP5",1.18122850550278,0.748,0.087,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, response to heat, sequence-specific DNA binding","DEGs"
"Chir04Ox-b29790.2","Chir04Ox-b29790.2","AT2G46870","AT2G46870.1",0.914914993569491,0.667,0.19,6.47495708472463e-279,1.27297656285686e-274,"Yes","B3","DNA-binding transcription factor activity, flower development, leaf development, nucleus, protein binding, regulation of leaf morphogenesis, sequence-specific DNA binding, stigma development","DEGs"
"Chir01Ox-b19750.2","Chir01Ox-b19750.2","AT1G19850","ARF5",0.893381225347021,0.619,0.213,7.38656392310747e-164,1.45219846728293e-159,"Yes","ARF","DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, identical protein binding, leaf vascular tissue pattern formation, longitudinal axis specification, meristem development, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin, root development, transcription cis-regulatory region binding, xylem and phloem pattern formation","DEGs"
"Chir04Ox-b12850.2","Chir04Ox-b12850.2","AT2G31070","TCP10",0.829632441545796,0.613,0.113,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, regulation of secondary shoot formation, sequence-specific DNA binding","DEGs"
"Chir01Ox-b43460.2","Chir01Ox-b43460.2","AT1G55110","AtIDD7",0.757605432891889,0.65,0.211,9.73900578818286e-214,1.91468853795675e-209,"Yes","C2H2","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b21070.2","Chir07Ox-b21070.2","AT4G24060","Dof4.6",0.704807708572185,0.464,0.086,1.25908098332979e-251,2.47535321322637e-247,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b01000.2","Chir03Ox-b01000.2","AT3G01190","T4P13.12",1.17339476338246,0.164,0.001,0,0,NA,NA,"extracellular region, heme binding, peroxidase activity, plant-type cell wall, response to oxidative stress, response to stress","DEGs"
"Chir04Ox-b26410.2","Chir04Ox-b26410.2","AT2G43590","F18O19.30",1.20549927645969,0.201,0.001,0,0,NA,NA,"cell wall macromolecule catabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chitinase activity, defense response to bacterium, defense response to fungus, extracellular region, oxoacid metabolic process, regulation of defense response, response to inorganic substance, root morphogenesis, secondary metabolic process, secretory vesicle","DEGs"
"Chir05Ox-b10320.2","Chir05Ox-b10320.2",NA,NA,2.95098848071269,0.212,0.002,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b31070.2","Chir07Ox-b31070.2","AT5G26130","AtCAPE8",1.31795419436044,0.201,0.002,0,0,NA,NA,"biological_process, extracellular region, extracellular space, molecular_function","DEGs"
"Chir03Ox-b05160.2","Chir03Ox-b05160.2","AT3G05727","DEG28",1.34266477640956,0.135,0.004,0,0,NA,NA,"biological_process, extracellular region, molecular_function, secretory vesicle","DEGs"
"Chir04Ox-b26430.2","Chir04Ox-b26430.2","AT2G43610","F18O19.28",1.07492063165693,0.479,0.005,0,0,NA,NA,"alpha-amino acid metabolic process, carboxylic acid biosynthetic process, cell wall macromolecule catabolic process, chitinase activity, extracellular region, plasma membrane, protein binding, root development, tissue development","DEGs"
"Chir07Ox-b16670.2","Chir07Ox-b16670.2","AT4G19810","ChiC",1.15834126806129,0.299,0.005,0,0,NA,NA,"chitin binding, chitin catabolic process, chitinase activity, endochitinase activity, exochitinase activity, extracellular region, plant-type cell wall, response to abscisic acid, response to jasmonic acid, response to salt stress, secretory vesicle","DEGs"
"Chir04Ox-b21490.2","Chir04Ox-b21490.2","AT2G38940","ATPT2",1.33630862729284,0.399,0.006,0,0,NA,NA,"cytoplasm, Golgi apparatus, inorganic phosphate transmembrane transporter activity, phosphate ion transmembrane transporter activity, plasma membrane, plasmodesma, protein binding, transmembrane transport, vacuole","DEGs"
"Chir07Ox-b21080.2","Chir07Ox-b21080.2",NA,NA,1.05712667565412,0.33,0.006,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b01170.2","Chir06Ox-b01170.2","AT5G46730","MZA15.15",1.35886605336682,0.547,0.009,0,0,NA,NA,"molecular_function, tissue development","DEGs"
