"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b27720.2","Chir06Ox-b27720.2","AT5G11510","MYB3R-4",0.52029212427488,0.734,0.171,0,0,"Yes","MYB","cytokinesis, defense response to fungus, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, negative regulation of cellular response to caffeine, nucleus, phragmoplast, positive regulation of DNA-templated transcription, protein binding, regulation of cytokinesis, regulation of DNA endoreduplication, regulation of DNA-templated transcription, response to fungus, response to salicylic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, spindle, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b10980.2","Chir07Ox-b10980.2","AT4G14770","TCX2",0.405678832561646,0.724,0.27,0,0,"Yes","CPP","DNA-binding transcription factor activity, mitotic G1 phase, mitotic G2 phase, mitotic S phase, nucleus, regulation of DNA-templated transcription, stomatal complex patterning, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b28190.2","Chir08Ox-b28190.2","AT5G65510","PLT7",0.366089935374843,0.745,0.405,2.27169113309215e-291,4.46614476765917e-287,"Yes","AP2","auxin mediated signaling pathway involved in phyllotactic patterning, callus formation, DNA binding, DNA-binding transcription factor activity, lateral root formation, leaf phyllotactic patterning, maintenance of shoot apical meristem identity, nucleus, phyllotactic patterning, protein binding, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b00380.2","Chir03Ox-b00380.2","AT3G01710","F4P13.26",1.2477024000409,0.851,0.125,0,0,NA,NA,"biological_process, molecular_function, nucleus","DEGs"
"Chir01Ox-b34950.2","Chir01Ox-b34950.2","AT1G44110","CYCA1;1",1.53546810220352,0.897,0.127,0,0,NA,NA,"cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cyclin-dependent protein serine/threonine kinase activity","DEGs"
"Chir01Ox-b20780.2","Chir01Ox-b20780.2","AT1G20930","CDKB2;2",1.08781286222063,0.845,0.14,0,0,NA,NA,"cyclin binding, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase activity, cytoplasm, cytosol, G1/S transition of mitotic cell cycle, hormone-mediated signaling pathway, nucleus, protein autophosphorylation, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of G2/M transition of mitotic cell cycle, regulation of gene expression, regulation of meristem structural organization, regulation of mitotic cell cycle, RNA polymerase II CTD heptapeptide repeat kinase activity, signal transduction","DEGs"
"Chir08Ox-b17470.2","Chir08Ox-b17470.2","AT5G55520","MTE17.24",1.26759280908166,0.887,0.147,0,0,NA,NA,"ATP hydrolysis activity, chloroplast, cytoskeleton-dependent intracellular transport, kinesin complex, microtubule, microtubule binding, microtubule motor activity, microtubule-based movement","DEGs"
"Chir08Ox-b07120.2","Chir08Ox-b07120.2","AT4G11080","AT4G11080.1",1.71433174031621,0.862,0.17,0,0,NA,NA,"cellular developmental process, condensed chromosome, condensed nuclear chromosome, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, tissue development","DEGs"
"Chir03Ox-b17520.2","Chir03Ox-b17520.2","AT3G17680","MKP6.26",1.47941372638716,0.922,0.173,0,0,NA,NA,"actin binding, chloroplast, tissue development","DEGs"
"Chir02Ox-b23650.2","Chir02Ox-b23650.2","AT1G76540","CDKB2;1",1.4643699056757,0.905,0.175,0,0,NA,NA,"cyclin binding, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase activity, cytoplasm, G1/S transition of mitotic cell cycle, G2/M transition of mitotic cell cycle, hormone-mediated signaling pathway, nucleus, protein binding, protein phosphorylation, regulation of G2/M transition of mitotic cell cycle, regulation of gene expression, regulation of meristem structural organization, RNA polymerase II CTD heptapeptide repeat kinase activity, signal transduction","DEGs"
"Chir07Ox-b06190.2","Chir07Ox-b06190.2","AT5G37010","K15O15.3",1.06363691361839,0.904,0.179,0,0,NA,NA,"anatomical structure formation involved in morphogenesis, molecular_function, negative regulation of cellular process, nucleus","DEGs"
"Chir06Ox-b22210.2","Chir06Ox-b22210.2","AT5G17160","F2K13.310",1.87685538957705,0.926,0.186,0,0,NA,NA,"biological_process, molecular_function, nucleus","DEGs"
"Chir08Ox-b04120.2","Chir08Ox-b04120.2","AT4G05190","ATK5",1.34043597242702,0.929,0.189,0,0,NA,NA,"ATP hydrolysis activity, kinesin complex, microtubule, microtubule binding, microtubule cytoskeleton organization, microtubule motor activity, microtubule-based movement, nucleus, spindle assembly, spindle microtubule","DEGs"
