"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b19300.2","Chir07Ox-b19300.2","AT4G22620","SAUR34",0.765361912028007,0.315,0.044,0,0,NA,NA,"cellular response to hormone stimulus, mitochondrion, molecular_function, response to abscisic acid, response to auxin, response to water deprivation, response to wounding, signal transduction","GEP_21and DEGs"
"Chir05Ox-b02030.2","Chir05Ox-b02030.2",NA,NA,1.39712462801557,0.472,0.047,0,0,NA,NA,NA,"GEP_4and DEGs"
"Chir04Ox-b26270.2","Chir04Ox-b26270.2",NA,NA,1.45915191284654,0.487,0.056,0,0,NA,NA,NA,"GEP_4and DEGs"
"Chir02Ox-b23120.2","Chir02Ox-b23120.2","AT1G76070","AT1G76070.1",1.11720159261743,0.627,0.071,0,0,NA,NA,"cellular response to lipid, defense response to bacterium, defense response to fungus, hormone-mediated signaling pathway, immune system process, jasmonic acid mediated signaling pathway, monocarboxylic acid metabolic process, nucleus, organic acid biosynthetic process, protein binding, regulation of defense response, response to abscisic acid, response to chitin, response to inorganic substance, response to organic cyclic compound, response to oxidative stress, response to salt stress, response to temperature stimulus, response to wounding","GEP_21and DEGs"
"Chir08Ox-b09780.2","Chir08Ox-b09780.2","AT4G08555",NA,1.75081905403,0.592,0.079,0,0,NA,NA,"cellular_component, molecular_function, response to inorganic substance","GEP_21and DEGs"
"Chir01Ox-b28790.2","Chir01Ox-b28790.2","AT1G30260","AT1G30260.1",0.306230180251566,0.255,0.091,7.51409350289813e-117,1.47727078266977e-112,NA,NA,"mitochondrion, response to cytokinin","GEP_21and DEGs"
"Chir03Ox-b01260.2","Chir03Ox-b01260.2","AT3G02140","TMAC2",1.00509585468698,0.498,0.093,0,0,NA,NA,"negative regulation of abscisic acid-activated signaling pathway, negative regulation of DNA-templated transcription, nucleus, protein binding, regulation of starch biosynthetic process, response to abscisic acid, response to salt stress, signal transduction","GEP_21and DEGs"
"Chir03Ox-b22130.2","Chir03Ox-b22130.2","AT3G22100","MZN24.31",0.4731074850403,0.344,0.104,1.60984319435448e-221,3.16495172010091e-217,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","GEP_21"
"Chir08Ox-b03770.2","Chir08Ox-b03770.2","AT4G03510","ATRMA1",1.53414522314962,0.563,0.105,0,0,NA,NA,"endoplasmic reticulum, ER-associated misfolded protein catabolic process, membrane, nucleus, protein exit from endoplasmic reticulum, secretion by cell, ubiquitin protein ligase activity, ubiquitin-dependent protein catabolic process, ubiquitin-like protein conjugating enzyme binding, ubiquitin-protein transferase activity","GEP_21and DEGs"
"Chir05Ox-b28600.2","Chir05Ox-b28600.2","AT3G62990","T20O10.90",1.5674011764312,0.635,0.113,0,0,NA,NA,"catabolic process, molecular_function, monocarboxylic acid metabolic process, nucleus, response to abscisic acid, response to osmotic stress, response to water deprivation","GEP_21and DEGs"
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",2.13778077302079,0.679,0.097,0,0,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b31830.2","Chir06Ox-b31830.2","AT5G07100","WRKY26",1.1889477944437,0.676,0.186,0,0,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs"
"Chir03Ox-b23340.2","Chir03Ox-b23340.2","AT3G23250","ATY19",2.69528693650442,0.881,0.214,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, protein binding, response to cold, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b02760.2","Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",1.14952765343823,0.859,0.482,0,0,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b25170.2","Chir01Ox-b25170.2","AT1G25560","EDF1",1.85261746979681,0.865,0.531,0,0,"Yes","RAV","cellular response to hypoxia, DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, nucleus, photoperiodism, flowering, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b39520.2","Chir01Ox-b39520.2","AT1G50640","ATERF3",1.21021762166961,0.905,0.601,0,0,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, negative regulation of ethylene-activated signaling pathway, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir04Ox-b02750.2","Chir04Ox-b02750.2","AT2G23320","WRKY15",1.9766558529645,0.983,0.665,0,0,"Yes","WRKY","calmodulin binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b33870.2","Chir06Ox-b33870.2","AT5G05090","MUG13.5",0.966432312889661,0.83,0.404,0,0,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b00140.2","Chir03Ox-b00140.2","AT3G01970","WRKY45",0.898476664887952,0.463,0.075,0,0,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, phosphate ion transport, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding, transcription factor binding","DEGs"
"Chir03Ox-b10550.2","Chir03Ox-b10550.2","AT3G11260","WOX5B",0.869583417668943,0.34,0.09,1.30979994032528e-269,2.5750666826795e-265,"Yes","WOX","DNA-binding transcription factor activity, maintenance of root meristem identity, nucleus, positive regulation of stem cell population maintenance, protein binding, response to auxin, sequence-specific DNA binding","DEGs"
"Chir02Ox-b20850.2","Chir02Ox-b20850.2","AT1G74010","AT1G74010.1",1.06206952537799,0.275,0.012,0,0,NA,NA,"biosynthetic process, extracellular region, mitochondrion, plant-type cell wall, plasma membrane, response to abscisic acid, response to wounding, strictosidine synthase activity","DEGs"
"Chir07Ox-b12060.2","Chir07Ox-b12060.2","AT4G15610","CASPL1D1",1.02942712631377,0.136,0.014,2.5483008069874e-262,5.00995938653723e-258,NA,NA,"4 iron, 4 sulfur cluster binding, carboxylic acid metabolic process, cellular catabolic process, cellular response to abscisic acid stimulus, defense response to bacterium, defense response to fungus, endosome, Golgi apparatus, hormone-mediated signaling pathway, leaf senescence, plasma membrane, response to hypoxia, response to inorganic substance, response to oxidative stress, response to salicylic acid, systemic acquired resistance, toxin metabolic process, trans-Golgi network","DEGs"
"Chir01Ox-b27850.2","Chir01Ox-b27850.2","AT1G29290","CEP14",1.07669130453623,0.257,0.018,0,0,NA,NA,"apoplast, cellular response to nitrogen starvation, hormone activity, nitrate import, regulation of root development, response to carbon dioxide, response to osmotic stress","DEGs"
"Chir04Ox-b26260.2","Chir04Ox-b26260.2","AT2G43510","ATTI1",1.03904084985379,0.347,0.02,0,0,NA,NA,"defense response, defense response to fungus, extracellular region, secretory vesicle, serine-type endopeptidase inhibitor activity, sodium channel inhibitor activity","DEGs"
"Chir06Ox-b33630.2","Chir06Ox-b33630.2","AT5G05340","AT5G05340.1",2.07232366625011,0.299,0.021,0,0,NA,NA,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development","DEGs"
"Chir06Ox-b13450.2","Chir06Ox-b13450.2","AT5G26340","STP13",1.34309924113151,0.334,0.024,0,0,NA,NA,"carbohydrate transmembrane transporter activity, cytoplasm, hexose:proton symporter activity, high-affinity glucose:proton symporter activity, monosaccharide transmembrane transport, monosaccharide transmembrane transporter activity, plasma membrane, plasmodesma, plastid, response to abscisic acid, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b22870.2","Chir04Ox-b22870.2","AT2G40180","ATHPP2C5",1.203441280359,0.407,0.025,0,0,NA,NA,"abscisic acid-activated signaling pathway, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, stomatal lineage progression","DEGs"
"Chir03Ox-b22100.2","Chir03Ox-b22100.2","AT3G22060","MZN24.26",1.9332537823147,0.411,0.026,0,0,NA,NA,"cytosol, extracellular region, molecular_function, plant-type cell wall, plant-type vacuole, response to abscisic acid, secretory vesicle","DEGs"
"Chir07Ox-b11440.2","Chir07Ox-b11440.2","AT4G15120","DL3605W",1.22147634618989,0.467,0.057,0,0,NA,NA,"carboxylic acid metabolic process, defense response to bacterium, molecular_function, nucleus, organic acid biosynthetic process, response to abscisic acid, secondary metabolic process","DEGs"
"Chir05Ox-b14840.2","Chir05Ox-b14840.2","AT3G49780","ATPSK4",3.06464002474885,0.522,0.058,0,0,NA,NA,"cell differentiation, cell population proliferation, cellular catabolic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, extracellular matrix, extracellular region, Golgi apparatus, immune system process, plant organ morphogenesis, response to chitin, response to inorganic substance, response to salicylic acid, response to wounding, signal transduction","DEGs"
