"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b28790.2","Chir01Ox-b28790.2","AT1G30260","AT1G30260.1",0.308726792370891,0.254,0.09,8.45684794041624e-126,1.66261630508583e-121,NA,NA,"mitochondrion, response to cytokinin","GEP_21and DEGs"
"Chir03Ox-b01260.2","Chir03Ox-b01260.2","AT3G02140","TMAC2",0.973089858854513,0.483,0.092,0,0,NA,NA,"negative regulation of abscisic acid-activated signaling pathway, negative regulation of DNA-templated transcription, nucleus, protein binding, regulation of starch biosynthetic process, response to abscisic acid, response to salt stress, signal transduction","GEP_21and DEGs"
"Chir03Ox-b22130.2","Chir03Ox-b22130.2","AT3G22100","MZN24.31",0.470681617856685,0.349,0.102,9.45937754286777e-251,1.8597136249278e-246,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","GEP_21"
"Chir08Ox-b03770.2","Chir08Ox-b03770.2","AT4G03510","ATRMA1",1.45744392142887,0.542,0.104,0,0,NA,NA,"endoplasmic reticulum, ER-associated misfolded protein catabolic process, membrane, nucleus, protein exit from endoplasmic reticulum, secretion by cell, ubiquitin protein ligase activity, ubiquitin-dependent protein catabolic process, ubiquitin-like protein conjugating enzyme binding, ubiquitin-protein transferase activity","GEP_21and DEGs"
"Chir04Ox-b14800.2","Chir04Ox-b14800.2","AT2G32800","AP4.3A",1.19488852344044,0.674,0.112,0,0,NA,NA,"cellular response to jasmonic acid stimulus, cellular response to salicylic acid stimulus, defense response to bacterium, defense response to oomycetes, nucleus, plasma membrane, protein phosphorylation, response to bacterium, response to wounding, transmembrane receptor protein serine/threonine kinase activity","GEP_21and DEGs"
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",2.02665650076075,0.653,0.095,0,0,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b31830.2","Chir06Ox-b31830.2","AT5G07100","WRKY26",1.13490307833883,0.659,0.184,0,0,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs"
"Chir03Ox-b23340.2","Chir03Ox-b23340.2","AT3G23250","ATY19",2.63978467353367,0.876,0.21,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, protein binding, response to cold, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b02760.2","Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",1.12864761007189,0.865,0.479,0,0,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b25170.2","Chir01Ox-b25170.2","AT1G25560","EDF1",1.77440942871551,0.858,0.53,0,0,"Yes","RAV","cellular response to hypoxia, DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, nucleus, photoperiodism, flowering, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b39520.2","Chir01Ox-b39520.2","AT1G50640","ATERF3",1.18962140692926,0.907,0.599,0,0,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, negative regulation of ethylene-activated signaling pathway, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir04Ox-b02750.2","Chir04Ox-b02750.2","AT2G23320","WRKY15",1.94026605481698,0.985,0.663,0,0,"Yes","WRKY","calmodulin binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b33870.2","Chir06Ox-b33870.2","AT5G05090","MUG13.5",0.973112962280953,0.838,0.401,0,0,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b10550.2","Chir03Ox-b10550.2","AT3G11260","WOX5B",0.892806082821465,0.345,0.089,1.76621906734305e-305,3.47238668639644e-301,"Yes","WOX","DNA-binding transcription factor activity, maintenance of root meristem identity, nucleus, positive regulation of stem cell population maintenance, protein binding, response to auxin, sequence-specific DNA binding","DEGs"
"Chir03Ox-b00140.2","Chir03Ox-b00140.2","AT3G01970","WRKY45",0.854272329592542,0.456,0.073,0,0,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, phosphate ion transport, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding, transcription factor binding","DEGs"
"Chir06Ox-b33630.2","Chir06Ox-b33630.2","AT5G05340","AT5G05340.1",1.86577104879176,0.273,0.021,0,0,NA,NA,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development","DEGs"
"Chir06Ox-b13450.2","Chir06Ox-b13450.2","AT5G26340","STP13",1.2032065218195,0.301,0.024,0,0,NA,NA,"carbohydrate transmembrane transporter activity, cytoplasm, hexose:proton symporter activity, high-affinity glucose:proton symporter activity, monosaccharide transmembrane transport, monosaccharide transmembrane transporter activity, plasma membrane, plasmodesma, plastid, response to abscisic acid, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b22870.2","Chir04Ox-b22870.2","AT2G40180","ATHPP2C5",1.13191539588406,0.379,0.025,0,0,NA,NA,"abscisic acid-activated signaling pathway, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, stomatal lineage progression","DEGs"
"Chir03Ox-b22100.2","Chir03Ox-b22100.2","AT3G22060","MZN24.26",1.83140050637922,0.385,0.026,0,0,NA,NA,"cytosol, extracellular region, molecular_function, plant-type cell wall, plant-type vacuole, response to abscisic acid, secretory vesicle","DEGs"
"Chir07Ox-b11440.2","Chir07Ox-b11440.2","AT4G15120","DL3605W",1.1839627630719,0.464,0.055,0,0,NA,NA,"carboxylic acid metabolic process, defense response to bacterium, molecular_function, nucleus, organic acid biosynthetic process, response to abscisic acid, secondary metabolic process","DEGs"
"Chir05Ox-b14840.2","Chir05Ox-b14840.2","AT3G49780","ATPSK4",2.90209506362146,0.488,0.058,0,0,NA,NA,"cell differentiation, cell population proliferation, cellular catabolic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, extracellular matrix, extracellular region, Golgi apparatus, immune system process, plant organ morphogenesis, response to chitin, response to inorganic substance, response to salicylic acid, response to wounding, signal transduction","DEGs"
"Chir02Ox-b27870.2","Chir02Ox-b27870.2","AT1G80120","F18B13.20",1.13729048843889,0.441,0.064,0,0,NA,NA,"anatomical structure maturation, carboxylic acid biosynthetic process, cell differentiation, cell wall organization or biogenesis, cellular_component, defense response, flavonoid metabolic process, glycosyl compound metabolic process, molecular_function, oxoacid metabolic process, response to abscisic acid, response to inorganic substance, response to jasmonic acid, response to wounding, root morphogenesis, tissue development","DEGs"
"Chir08Ox-b25990.2","Chir08Ox-b25990.2","AT5G63450","CYP94B1",1.25613509441102,0.44,0.066,0,0,NA,NA,"chloroplast, heme binding, iron ion binding, jasmonic acid metabolic process, jasmonoyl-isoleucine-12-hydroxylase activity, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, protein binding, response to wounding","DEGs"
"Chir01Ox-b15010.2","Chir01Ox-b15010.2","AT1G14870","PCR2",1.18270048509189,0.358,0.068,0,0,NA,NA,"cytoplasm, molecular_function, plasma membrane, response to oxidative stress","DEGs"
"Chir06Ox-b26800.2","Chir06Ox-b26800.2","AT5G12340",NA,1.24945249593606,0.477,0.072,0,0,NA,NA,"mitochondrion, molecular_function, response to fungus","DEGs"
