"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b28020.2","Chir04Ox-b28020.2","AT2G45180","AT2G45180.1",1.12806113405932,0.753,0.313,0,0,NA,NA,"chloroplast thylakoid membrane, extracellular region, innate immune response activating cell surface receptor signaling pathway, response to salt stress","DEGs"
"Chir03Ox-b00610.2","Chir03Ox-b00610.2","AT3G01500","CA1",1.19021543878698,0.712,0.33,0,0,NA,NA,"apoplast, carbon utilization, carbonate dehydratase activity, chloroplast, chloroplast envelope, chloroplast stroma, chloroplast thylakoid membrane, cytoplasm, cytosol, mRNA binding, negative regulation of stomatal complex development, photosynthesis, plasma membrane, regulation of stomatal movement, response to carbon dioxide, response to cold, stromule, thylakoid, zinc ion binding","DEGs"
"Chir04Ox-b21570.2","Chir04Ox-b21570.2","AT2G39010","PIP2E",1.54744714113347,0.947,0.335,0,0,NA,NA,"cell wall organization or biogenesis, channel activity, Golgi apparatus, hyperosmotic salinity response, mRNA binding, plasma membrane, response to abscisic acid, response to cold, response to light stimulus, response to nematode, response to salt stress, response to water deprivation, response to wounding, transmembrane transport, water channel activity, water transport","DEGs"
"Chir06Ox-b18420.2","Chir06Ox-b18420.2","AT5G20630","GLP3",2.02095949837254,0.888,0.343,0,0,NA,NA,"apoplast, extracellular matrix, extracellular region, manganese ion binding, nucleus, plant-type cell wall, plastid, secretory vesicle","DEGs"
"Chir02Ox-b19280.2","Chir02Ox-b19280.2","AT1G72610","GLP1",1.36104923065511,0.837,0.363,0,0,NA,NA,"cell division, extracellular matrix, extracellular region, growth, manganese ion binding, meiotic cell cycle process, mitochondrion, regulation of chlorophyll biosynthetic process, response to light intensity","DEGs"
"Chir08Ox-b17400.2","Chir08Ox-b17400.2",NA,NA,1.20981808529935,0.808,0.401,0,0,NA,NA,NA,"DEGs"
"Chir04Ox-b16600.2","Chir04Ox-b16600.2","AT2G34430","LHB1B1",1.81784679651617,0.867,0.435,0,0,NA,NA,"chlorophyll binding, chloroplast, chloroplast envelope, chloroplast thylakoid, chloroplast thylakoid membrane, endoplasmic reticulum, photosynthesis, photosynthesis, light harvesting in photosystem I, photosynthesis, light harvesting in photosystem II, response to light stimulus, thylakoid, thylakoid membrane","DEGs"
"Chir07Ox-b20580.2","Chir07Ox-b20580.2",NA,NA,1.26921218799082,0.958,0.443,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b20460.2","Chir01Ox-b20460.2","AT1G20620","CAT3",1.04356546534244,0.914,0.572,0,0,NA,NA,"apoplast, catalase activity, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to sulfate starvation, chloroplast, chloroplast envelope, chloroplast stroma, cobalt ion binding, cytoplasm, cytosol, cytosolic ribosome, heme binding, hydrogen peroxide catabolic process, mitochondrion, mRNA binding, nucleus, peptidyl-cysteine S-nitrosylase activity, peroxisome, plant-type cell wall, plant-type vacuole, plasma membrane, plasmodesma, protein binding, response to cold, response to hydrogen peroxide, response to light stimulus, response to oxidative stress","DEGs"
"Chir05Ox-b05320.2","Chir05Ox-b05320.2",NA,NA,1.35873429315766,0.984,0.635,0,0,NA,NA,NA,"DEGs"
