"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir06Ox-b37330.2","Chir06Ox-b37330.2","AT5G01370","TRM29",0.675027125677302,0.283,0.097,9.78481397881657e-170,1.92369442823534e-165,NA,NA,"fruit dehiscence, nucleus, protein binding","GEP_37and DEGs",14
"Chir01Ox-b26870.2","Chir01Ox-b26870.2","AT1G28130","VAS2",0.509050119832228,0.494,0.099,0,0,NA,NA,"acid-amino acid ligase activity, auxin homeostasis, cytoplasm, indole-3-acetic acid amido synthetase activity, nucleus, response to auxin","GEP_37and DEGs",15
"Chir03Ox-b17800.2","Chir03Ox-b17800.2","AT3G18010","AT3G18010.1",0.337037655526494,0.439,0.107,0,0,"Yes","WOX","DNA-binding transcription factor activity, nucleus, plant organ development","GEP_40and DEGs",16
"Chir04Ox-b02390.2","Chir04Ox-b02390.2","AT2G23180","CYP96A1",0.495692782092279,0.536,0.11,0,0,NA,NA,"embryo development, extracellular region, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, response to light stimulus, seed development","GEP_40and DEGs",17
"Chir05Ox-b15760.2","Chir05Ox-b15760.2","AT3G50410","DOF3.4",1.16330839241731,0.684,0.112,0,0,"Yes","Dof","cell wall modification, DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of cell cycle, positive regulation of DNA-templated transcription, protein binding, response to auxin, response to salicylic acid, transcription cis-regulatory region binding, zinc ion binding","DEGs",18
"Chir08Ox-b19320.2","Chir08Ox-b19320.2","AT5G57130","SMXL5",0.644739218251808,0.679,0.126,0,0,NA,NA,"carbohydrate homeostasis, cellular_component, phloem transport","DEGs",19
"Chir07Ox-b24620.2","Chir07Ox-b24620.2","AT4G27450","AT4G27450.1",0.437925336565955,0.509,0.132,0,0,NA,NA,"cellular response to hypoxia, plasma membrane, plasmodesma, protein binding, response to hypoxia, response to light intensity","GEP_40and DEGs",20
"Chir06Ox-b16640.2","Chir06Ox-b16640.2","AT5G23100","MYJ24.9",0.677924680179281,0.604,0.143,0,0,NA,NA,"hydrotropism, meristem initiation, molecular_function, nucleus, phyllome development, plant organ morphogenesis, seed development, shoot system morphogenesis, tissue development, xylem and phloem pattern formation, xylem development","DEGs",21
"Chir08Ox-b29440.2","Chir08Ox-b29440.2","AT5G66940","AT5G66940.1",2.05298034674634,0.783,0.148,0,0,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs",22
"Chir01Ox-b26840.2","Chir01Ox-b26840.2","AT1G28110","SCPL45",0.484056403695188,0.599,0.163,0,0,NA,NA,"chloroplast, plant-type cell wall, plasmodesma, serine-type carboxypeptidase activity","GEP_40and DEGs",23
"Chir01Ox-b19750.2","Chir01Ox-b19750.2","AT1G19850","ARF5",1.22930782720036,0.816,0.174,0,0,"Yes","ARF","DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, identical protein binding, leaf vascular tissue pattern formation, longitudinal axis specification, meristem development, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin, root development, transcription cis-regulatory region binding, xylem and phloem pattern formation","DEGs",24
"Chir03Ox-b13250.2","Chir03Ox-b13250.2","AT3G13810","AtIDD11",0.35789746856313,0.574,0.203,0,0,"Yes","C2H2","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs",25
"Chir04Ox-b02400.2","Chir04Ox-b02400.2","AT2G23170","AT2G23170.1",1.80307708098375,0.747,0.256,0,0,NA,NA,"acid-amino acid ligase activity, auxin homeostasis, cytoplasm, indole-3-acetic acid amido synthetase activity, nucleus","DEGs",26
"Chir04Ox-b15600.2","Chir04Ox-b15600.2","AT2G33510","AT2G33510.1",0.627794890935435,0.755,0.26,0,0,NA,NA,"cuticle development, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription","DEGs",27
"Chir04Ox-b27660.2","Chir04Ox-b27660.2","AT2G44830","PAX",0.602969107341373,0.742,0.285,0,0,NA,NA,"ATP binding, cytoplasm, kinase activity, nucleus, phototropism, plasma membrane, protein phosphorylation, protein serine/threonine kinase activity, sieve cell differentiation","DEGs",28
"Chir06Ox-b28190.2","Chir06Ox-b28190.2","AT5G11060","KNAT4",0.478422319249975,0.666,0.286,0,0,"Yes","TALE","cytoplasm, cytosol, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of transcription by RNA polymerase II, response to light stimulus, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",29
"Chir04Ox-b11550.2","Chir04Ox-b11550.2","AT2G29980","FAD3",0.599241457357445,0.725,0.287,0,0,NA,NA,"1-16:0-2-18:2-phosphatidylcholine desaturase activity, 1-18:1-2-18:2-phosphatidylcholine desaturase activity (SN2-18:3 forming), 1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity, 1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity (SN2-18:3 forming), chloroplast, endoplasmic reticulum, omega-3 fatty acid desaturase activity, oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, unsaturated fatty acid biosynthetic process","DEGs",30
"Chir01Ox-b21220.2","Chir01Ox-b21220.2","AT1G21460","AT1G21460.2",0.904242166526893,0.673,0.296,0,0,NA,NA,"carbohydrate transport, chloroplast, endoplasmic reticulum, endoplasmic reticulum membrane, extracellular region, plasma membrane, protein binding, protein homooligomerization, sugar transmembrane transporter activity","DEGs",31
"Chir01Ox-b29910.2","Chir01Ox-b29910.2","AT1G31320","AT1G31320.1",0.657295240511542,0.668,0.347,5.02462356197878e-270,9.87840992285028e-266,"Yes","LBD","nucleus, phloem or xylem histogenesis, protein binding, transcription cis-regulatory region binding","DEGs",32
"Chir01Ox-b04960.2","Chir01Ox-b04960.2","AT1G05710","F3F20.16",0.371899958511312,0.69,0.387,1.06748566747981e-174,2.09867682226531e-170,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",33
"Chir07Ox-b29130.2","Chir07Ox-b29130.2","AT4G31840","AtENODL15",0.860079139597836,0.734,0.417,5.27486421993827e-227,1.03703830563986e-222,NA,NA,"electron transfer activity, extracellular region, leaf development, membrane, negative regulation of cellular process, plant epidermal cell differentiation, plant epidermis development, plasma membrane, secretory vesicle","DEGs",34
"Chir07Ox-b35190.2","Chir07Ox-b35190.2","AT4G37750","DRG",0.822569009135269,0.865,0.505,0,0,"Yes","AP2","DNA binding, DNA-binding transcription factor activity, gamete generation, glucosinolate metabolic process, maintenance of shoot apical meristem identity, nucleus, plant organ morphogenesis, positive regulation of auxin biosynthetic process, protein binding, regulation of cell population proliferation, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",35
"Chir04Ox-b10440.2","Chir04Ox-b10440.2","AT2G28790","F8N16.8",1.48458895880624,0.983,0.539,0,0,NA,NA,"defense response, extracellular region, molecular_function, plant-type cell wall, plasmodesma, secretory vesicle","DEGs",36
"Chir06Ox-b11690.2","Chir06Ox-b11690.2","AT5G28640","AN3",0.866335662560523,0.933,0.618,0,0,NA,NA,"adaxial/abaxial pattern specification, cell division, cell population proliferation, cotyledon development, leaf development, nucleus, positive regulation of transcription by RNA polymerase II, protein binding, regulation of gene expression, transcription coactivator activity","DEGs",37
