"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b02980.2","Chir05Ox-b02980.2","AT3G25710","ATAIG1",1.20619199780637,0.538,0.044,0,0,"Yes","bHLH","anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, root development, root hair cell development","DEGs"
"Chir04Ox-b23870.2","Chir04Ox-b23870.2","AT2G41130","STC8",1.04962424945673,0.577,0.049,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir08Ox-b23440.2","Chir08Ox-b23440.2","AT5G60970","TCP5",1.1272555434238,0.724,0.084,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, response to heat, sequence-specific DNA binding","DEGs"
"Chir01Ox-b19750.2","Chir01Ox-b19750.2","AT1G19850","ARF5",0.89751923477943,0.641,0.21,6.48251341774136e-223,1.27446213792795e-218,"Yes","ARF","DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, identical protein binding, leaf vascular tissue pattern formation, longitudinal axis specification, meristem development, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin, root development, transcription cis-regulatory region binding, xylem and phloem pattern formation","DEGs"
"Chir04Ox-b29790.2","Chir04Ox-b29790.2","AT2G46870","AT2G46870.1",0.845101009699927,0.648,0.188,0,0,"Yes","B3","DNA-binding transcription factor activity, flower development, leaf development, nucleus, protein binding, regulation of leaf morphogenesis, sequence-specific DNA binding, stigma development","DEGs"
"Chir04Ox-b12850.2","Chir04Ox-b12850.2","AT2G31070","TCP10",0.756865772922136,0.579,0.111,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, regulation of secondary shoot formation, sequence-specific DNA binding","DEGs"
"Chir01Ox-b43460.2","Chir01Ox-b43460.2","AT1G55110","AtIDD7",0.710550684508954,0.634,0.209,1.44015088888761e-240,2.83133664755305e-236,"Yes","C2H2","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir01Ox-b28620.2","Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",0.703510718797254,0.638,0.244,1.05431319252055e-181,2.07277973649541e-177,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b21070.2","Chir07Ox-b21070.2","AT4G24060","Dof4.6",0.669673675546208,0.45,0.084,1.63763730269628e-288,3.21959493710089e-284,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b01000.2","Chir03Ox-b01000.2","AT3G01190","T4P13.12",1.01567441491708,0.137,0.001,0,0,NA,NA,"extracellular region, heme binding, peroxidase activity, plant-type cell wall, response to oxidative stress, response to stress","DEGs"
"Chir04Ox-b26410.2","Chir04Ox-b26410.2","AT2G43590","F18O19.30",1.0452795939646,0.168,0.001,0,0,NA,NA,"cell wall macromolecule catabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chitinase activity, defense response to bacterium, defense response to fungus, extracellular region, oxoacid metabolic process, regulation of defense response, response to inorganic substance, root morphogenesis, secondary metabolic process, secretory vesicle","DEGs"
"Chir05Ox-b10320.2","Chir05Ox-b10320.2",NA,NA,2.71787184224105,0.184,0.002,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b31070.2","Chir07Ox-b31070.2","AT5G26130","AtCAPE8",1.13787469255914,0.166,0.002,0,0,NA,NA,"biological_process, extracellular region, extracellular space, molecular_function","DEGs"
"Chir03Ox-b05160.2","Chir03Ox-b05160.2","AT3G05727","DEG28",1.1392101965974,0.11,0.004,2.07802071495155e-303,4.08538872559476e-299,NA,NA,"biological_process, extracellular region, molecular_function, secretory vesicle","DEGs"
"Chir07Ox-b16670.2","Chir07Ox-b16670.2","AT4G19810","ChiC",1.01053450619967,0.257,0.005,0,0,NA,NA,"chitin binding, chitin catabolic process, chitinase activity, endochitinase activity, exochitinase activity, extracellular region, plant-type cell wall, response to abscisic acid, response to jasmonic acid, response to salt stress, secretory vesicle","DEGs"
"Chir04Ox-b21490.2","Chir04Ox-b21490.2","AT2G38940","ATPT2",1.17760728453201,0.335,0.006,0,0,NA,NA,"cytoplasm, Golgi apparatus, inorganic phosphate transmembrane transporter activity, phosphate ion transmembrane transporter activity, plasma membrane, plasmodesma, protein binding, transmembrane transport, vacuole","DEGs"
"Chir06Ox-b01170.2","Chir06Ox-b01170.2","AT5G46730","MZA15.15",1.20751773339533,0.478,0.008,0,0,NA,NA,"molecular_function, tissue development","DEGs"
"Chir03Ox-b16480.2","Chir03Ox-b16480.2",NA,NA,5.08006391337354,0.378,0.011,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b25480.2","Chir01Ox-b25480.2",NA,NA,4.48243563672505,0.256,0.013,0,0,NA,NA,NA,"DEGs"
